id,event_id,link,title,date,state,deaths,potential_death,false_alarm,description,deaths_binary,break,filename
144,165,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/south-brunswick_aircraft_911.mp3,Helicopter crash,7/11,New Jersey,0.0,1.0,0.0,"– In July 2011 a small helicopter crashed near South Brunswick (NJ), and witnesses called 911, including one person who walked over to the chopper to check on the occupants during the call.",0,5.0,911_first6sec/call_165_0.wav
145,165,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/south-brunswick_aircraft_911.mp3,Helicopter crash,7/11,New Jersey,0.0,1.0,0.0,"– In July 2011 a small helicopter crashed near South Brunswick (NJ), and witnesses called 911, including one person who walked over to the chopper to check on the occupants during the call.",0,55.0,911_first6sec/call_165_1.wav
146,167,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/copley-shooting_911_1.mp3,Multiple murders,8/11,Ohio,8.0,1.0,0.0,"– In August 2011 a man in Copley (Ohio) shot eight people, killing seven of them, and then killed himself. Police believe the shootings stemmed from a dispute with family and neighbors. The",1,11.0,911_first6sec/call_167_0.wav
147,168,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/lorain_stabbing-murder_911.mp3,Stabbing murder,8/11,Ohio,1.0,1.0,0.0,"– In August 2011 a Lorain County (Ohio) corrections officer dialed 911 to say that he had stabbed his wife to death. Dispatcher Joy Sanchez answered the call and handled the tense situation, audibly affected by her personal acquaintance with William Dembie.",1,7.0,911_first6sec/call_168_0.wav
148,169,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/aurora_hoax_kidnapping_911.mp3,Hoax kidnapping,8/11,Colorado,0.0,0.0,1.0,– In August 2011 a 15 year-old in Aurora (Colo.) allegedly dialed 911 and falsely claimed an intruder was at her home to kidnap her. Police believe Jasmine Fike made the call to cover up her leaving home with a known criminal.,0,1.0,911_first6sec/call_169_0.wav
149,170,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/longmont_train_911.mp3,Train accident,9/11,Colorado,0.0,1.0,0.0,"– In Sept. 2011 a 17 year-old girl and three friends tried to hop a freight train in Longmont (Colo.) back to Fort Collins. The friends were successful, but the girl fell and both legs were severed by the train’s wheels. A passing former EMT and nurse rushed to the girl aid and treated her until EMS units arrived. The former EMT dialed 911 to describe the scene.",0,6.0,911_first6sec/call_170_0.wav
150,171,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/carsoncity_shooting_911_1.mp3,iHop shooting,9/11,Nevada,5.0,1.0,0.0,"– In Sept. 2011 a man walked into a Carson City (Nev.) iHop restaurant and began shooting with an AK-47 type weapon, killing four persons and wounding seven, some of them National Guard members. He then killed himself. Several people dialed 911 for help. (First call above link, subsequent calls",1,3.0,911_first6sec/call_171_0.wav
151,172,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/wilmington_murder2_911.mp3,Murder 911,9/11,North Carolina,1.0,0.0,0.0,– In Sept. 2011 a Wilmington (NC) man dialed 911 to report he had accidentally shot his wife in the head. Police responded and later charged Davis Ray Belton with murder.,1,27.0,911_first6sec/call_172_0.wav
152,173,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/edmonton_lavery_murder_911.mp3,Murder 911,9/06,Canada,1.0,0.0,0.0,"– In Sept. 2006 an 83 year-old Eddmonton (Canada) man dialed 911 and immediately reported, “I have smothered my wife.” Noel Lavery was charged with murder and went to trial in Sept. 2011, where the call was played in court.",1,11.0,911_first6sec/call_173_0.wav
153,174,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/manatee-county_shark_911.mp3,Shark bite,9/11,Florida,0.0,0.0,0.0,– In Sept. 2011 a group was fishing off Manatee (Fla.) when a man was bitten by a shark. A woman in the group dialed 911 and reached A-shift Manatee County dispatcher Amy Todd.,0,5.0,911_first6sec/call_174_0.wav
154,175,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/seattle_burglary_shooting_911.mp3,Burglary shooting,4/11,Washington,1.0,1.0,0.0,"– In April 2011 two men burglarized a Seattle (Wash.) business, where a worker was sleeping in response to several prior burglaries. The employee shot and killed one suspect, and then dialed 911 for help.",1,5.0,911_first6sec/call_175_0.wav
155,176,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/sealbeach_shooting_911.mp3,Multiple shootings,10/11,California,8.0,1.0,0.0,"– In Oct. 2011 a man entered a Seal Beach (S. Calif.) beauty salon, fatally shot his wife, and then shot several other customers. Eight persons were killed and Scott Dekraai was arrested nearby by police.",1,4.0,911_first6sec/call_176_0.wav
156,177,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/mountain-lakes_murder_911.1.mp3,Murder 911 call,10/11,New York,2.0,1.0,0.0,– In Oct. 2011 a Mountain Lakes (NJ) man dialed 911 to report he had just killed a co-worker. Leonardo Parera explained he was now sitting in a car and armed. He fired on arriving police and was killed by returning gunfire.,1,5.0,911_first6sec/call_177_0.wav
157,178,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/laso_speeding-car_911.mp3,Runaway car,10/11,California,0.0,1.0,0.0,"– In Oct. 2011 a woman driving in La Cañada (S. Calif.) had her accelerator stick, and dialed 911 for help. The call was fielded by Los Angeles County sheriff’s dispatcher Richard Engersbach, who helped her stop the car.",0,12.0,911_first6sec/call_178_0.wav
158,179,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/cupertino_shooting_911.mp3,Mass shooting,10/11,California,4.0,1.0,0.0,"– In Oct. 2011 an upset employee at a Cupertino (N. Calif.) cement factory shot 10 people, killing two, and then fled. Several employees dialed 911 for help. Hours later Shareef Allman shot and killed a woman several miles away and took her car. The next day Allman killed himself when confronted by deputies.",1,3.0,911_first6sec/call_179_0.wav
159,179,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/cupertino_shooting_911.mp3,Mass shooting,10/11,California,4.0,1.0,0.0,"– In Oct. 2011 an upset employee at a Cupertino (N. Calif.) cement factory shot 10 people, killing two, and then fled. Several employees dialed 911 for help. Hours later Shareef Allman shot and killed a woman several miles away and took her car. The next day Allman killed himself when confronted by deputies.",1,215.0,911_first6sec/call_179_1.wav
160,180,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/elyria_murder_911.mp3,Murder-suicide,4/11,New York,1.0,1.0,0.0,"– In April 2011 a man in Elyria (NY) dialed 911 to report he had killed his wife. However, the 911 calltaker talked over his confession and did not hear what Virgil McCoy said. The call was then transferred to Elyria police, and the cellular connection was dropped. McCoy and his wife weren’t found until 14 hours later.",1,13.0,911_first6sec/call_180_0.wav
161,181,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/moscow_murder_911.mp3,Murder,8/11,Idaho,1.0,1.0,0.0,"– In August 2011 a University of Idaho professor shot and killed one of his students, with whom is was having a relationship. Katy Benoit was on the back porch of her apartment, and the gunshots prompted roommates to run from the building, get in a car and drive away as they dialed 911.",1,5.0,911_first6sec/call_181_0.wav
162,182,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/charleston_shooting_911.mp3,Home attack,10/11,South Carolina,1.0,1.0,0.0,"– In Oct. 2011 unknown suspects fired a shotgun several times at a family’s home in Charleston (SC), wounding the father and fatally wounding a 5 year-old girl. The mother dialed 911 for help first, and the wounded father also called.",1,20.0,911_first6sec/call_182_0.wav
163,183,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/chicago_murders_oct2011_911.mp3,Double murder,10/11,Illinois,2.0,1.0,0.0,– In Oct. 2011 a man stabbed his daughter and granddaughter inside their Chicago apartment. Miguel Renteria dialed 911 to confess the crime and was arrested by police.,1,3.0,911_first6sec/call_183_0.wav
164,184,https://web.archive.org/web/20150417091922/http://mp3.911dispatch.com.s3.amazonaws.com/jacksonville_dui_911.mp3,DUI call,11/11,Florida,0.0,0.0,0.0,"– In Nov. 2011 a man in Jacksonville (Fla.) dialed 911 to report a possible DUI driver, and stayed on the call for 12 minutes, reporting his location. Police officials are concerned the call wasn’t handled properly: the man told the mostly-silent calltaker that he had run a red traffic signal to continue his pursuit of the vehicle.",0,9.0,911_first6sec/call_184_0.wav
165,185,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/colorado-springs_burglary_911.mp3,Hiding in closet,11/11,Colorado,0.0,1.0,0.0,– In Nov. 2011 a Colorado Springs (Colo.) woman hid in a closet when two men approached the house and tried to burglarize it.,0,5.0,911_first6sec/call_185_0.wav
166,186,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/volusia-county_stabbings_911.mp3,Stabbings,11/11,Florida,0.0,1.0,0.0,"– In Nov. 2011 Thomas Fey stabbed is parents outside Orlando (Fla.) and then fled. The victims staggered outside, where a neighbor spotted them and dialed 911. The neighbor (armed with a pistol) described the scene, the getaway car, and searched for the second victim while on the phone with a Volusia County sheriff’s dispatcher.",0,6.0,911_first6sec/call_186_0.wav
167,187,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/gonzalez_wrongway_911.1.mp3,Wrong-way accident,12/11,Louisiana,2.0,1.0,0.0,"– In Dec. 2011 a woman drove the wrong way on I-80 outside New Orleans (La.), and several people dialed 911 to report it before she crashed, killing herself and another motorist.",1,12.0,911_first6sec/call_187_0.wav
168,188,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/baycity_shooting_911.mp3,Murder-suicide,12/11,Texas,5.0,1.0,0.0,"– In Dec. 2011 a Bay City (BC) man shot and killed his four children (ages 5 years to 18 months), shot his wife and then killed himself. School children walking past the trailer park noticed Jose Avila firing at his wife outside the trailer home, and dialed 911.",1,2.0,911_first6sec/call_188_0.wav
169,189,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/irwindale_shooting_911.mp3,Workplace shooting,12/11,California,3.0,1.0,0.0,"– In Dec. 2011 an employee of Southern California Edison in Irwindale (S. Calif.) shot several co-workers and then killed himself. Several people dialed 911, including a security guard for the facility, who believed the shooting was occurring outside (it was actually inside the building). Two people and the suspect died.",1,1.0,911_first6sec/call_189_0.wav
170,190,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/orangecounty_burglary_911.mp3,Hiding in closet,12/11,Florida,0.0,1.0,0.0,– In Dec. 2011 two burglars entered an Orange County (Fla.) home while the 17 year-old resident hid in an upstairs closet and dialed 911 to talk to a sheriff’s dispatcher. The burglars left and later crashed when they ran through a red light.,0,3.0,911_first6sec/call_190_0.wav
171,191,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/springhill_murder_2011_911.mp3,Murder,12/11,Florida,1.0,1.0,0.0,"– In Dec. 2011 a woman dialed 911 from her Spring Hill (Fla.) home to confess that she had killed her husband. A Hernando County sheriff’s dispatcher trainee Kristy Lang answered the call, but then her trainer Samantha Johnson took over the call.",1,3.0,911_first6sec/call_191_0.wav
172,192,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/henderson_burglary-shooting_911.mp3,Burglary suspect shot,1/12,North Carolina,0.0,1.0,0.0,– In Jan. 2012 a Henderson (NC) teenage shot and wounded a man who had broken out the back glass door of the house. A Vance County sheriff’s dispatcher kept the 19 year-old on the line for 13 minutes as deputies responded.,0,3.0,911_first6sec/call_192_0.wav
173,193,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/norton_hunting-shooting_911.mp3,Accident hunting shooting,12/11,Massachusetts,0.0,1.0,0.0,"– In Dec. 2011 a deer hunter in Norton (Mass.) accidentally shot and wounded a woman walking her two dogs. The man dialed 911 from a rural farm to report the incident, and had trouble guiding emergency units to the scene.",0,3.0,911_first6sec/call_193_0.wav
174,194,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/brownsville_school-shooting_911.1.mp3,School shooting,1/12,Texas,1.0,1.0,0.0,"– In Jan. 2012 a student at Cummings Middle School in Brownsville (Tex.) brandished a pellet pistol, and the assistant principal dialed 911. A Brownsville dispatcher talked to the woman as the event unfolded. Officers confronted the youth, believed the gun was real and fatally shot him.",1,7.0,911_first6sec/call_194_0.wav
175,195,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/lexington_train-ped_911.mp3,Train fatality,1/12,Ohio,1.0,1.0,0.0,"– In Jan. 2012 two teens were walking on railroad tracks in Stark County (Ohio) when they failed to hear a train behind them. One youth was struck and killed, and his friend dialed 911 for help.",1,4.0,911_first6sec/call_195_0.wav
176,196,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/sheboygan_shooting_911.mp3,Wal-Mart shooting,1/12,Wisconsin,1.0,1.0,0.0,"– In Jan. 2012 two men were confronted by a gunman in a Sheboygan (Wisc.) Wal-Mart parking lot. Both were shot, and one died. Another friend dialed 911.",1,40.0,911_first6sec/call_196_0.wav
177,197,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/annarbor_murder_911.mp3,Husband Shot,3/11,Michigan,1.0,1.0,0.0,"– In March 2011 Katharine Mishler dialed 911 in Ypsilanti County (Mich.) to say she had shot an intruder that she did not know or recognize. However, arriving police determined the dead victim was her husband. A trial began in Jan. 2011.",1,30.0,911_first6sec/call_197_0.wav
178,198,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/valinda_burglary_911.mp3,911 call during burglary,1/12,California,0.0,1.0,0.0,"– In Jan. 2012 a boy in Valinda (Los Angeles County, Calif.) dialed 911 while hiding under his bedsheets when a burglar broke into his home. When deputies arrived, the suspect pretended to be the resident, but was arrested.",0,4.0,911_first6sec/call_198_0.wav
179,199,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/romulus_death_911.mp3,Death discovered,1/12,Michigan,1.0,0.0,0.0,– In Jan. 2012 a man in Romulus (Mich.) discovered his father dead with a plastic bag over his head. The son dialed 911 to report what he found. Police are investigating the incident as a homicide.,1,6.0,911_first6sec/call_199_0.wav
180,200,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/mundelein_murder-suicide_911.mp3,Murder-suicide,1/12,Illinois,2.0,1.0,0.0,"– In Jan. 2012 a woman returned home to her Mundelein (Ill.) apartment to find her roommate stabbed. Alina Rybnikova later died, and police found her mother’s ex-boyfriend dead in a nearby car, apparently from a suicide. The mother was also stabbed, but survived.",1,18.0,911_first6sec/call_200_0.wav
181,201,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/cincinnati_bankrobbery_911.mp3,Bank robbery,1/12,Ohio,0.0,0.0,0.0,"– In Jan. 2012 Frank Coleman allegedly robbed the U.S. Bank on Court St. in Cincinnati. He then drove to a nearby mall, and about 30 minutes later dialed 911 to turn himself in.",0,23.0,911_first6sec/call_201_0.wav
182,203,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/mohegan_casino_911.mp3,Casino child,1/12,Connecticut,0.0,0.0,0.0,– In Jan. 2012 a 5 year-old dialed 911 from the Mohegan Casino near Hartford (Conn.) to say he was in the hotel room alone while his mother gambled. A friendly Tribal Police dispatcher talked to the child while officers responded. They later arrested the mother for child neglect and an immigration warrant.,0,14.0,911_first6sec/call_203_0.wav
183,204,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/charlotte-meck_murder_911.mp3,Murder,1/12,North Carolina,1.0,1.0,0.0,"– In Jan. 2012 a Charlotte (NC) man received a telephone call from his girlfriend’s phone, but heard only a commotion in the background before it was hung up. The girlfriend worked at a restaurant, and she did not return home from work. Three hours later the boyfriend dialed 911 to report she had not returned home, and believed the restaurant was being robbed. The calltaker misheard the address and restaurant name. Officers did not locate the restaurant, and found the girlfriend’s body the next morning when workers arrived at the restaurant. Read more",1,13.0,911_first6sec/call_204_0.wav
184,205,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/willowwick_shooting_911.mp3,Hostage situation,1/12,Ohio,0.0,1.0,0.0,"– In Jan. 2012 a woman entered a Willowick (Ohio) McDonalds, held the manger hostage, and was later shot by police, but survived. The manager dialed 911 to report the incident, and the phone line was open during the entire incident.",0,26.0,911_first6sec/call_205_0.wav
185,206,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/gainesville_i75_pileup.mp3,Interstate pile-up,1/12,Florida,10.0,1.0,0.0,"– In Jan. 2012 dozens of cars crashed into each other along I-75 near Gainesville (Fla.), prompting some motorists to dial 911, even as the collisions continued.",1,28.0,911_first6sec/call_206_0.wav
186,208,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/greensboro_shooting2_911.mp3,Shooting &amp; Standoff,2/12,North Carolina,0.0,1.0,0.0,- In Feb. 2012 a Greensboro (NC) man shot at officers who responded to investigate his behavior after a 911 call from a friend reported he was acting bizarrely. Police safely took the man into custody 15 hours later.,0,27.0,911_first6sec/call_208_0.wav
187,209,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/naperville_stabbing_911.mp3,Bar fatal stabbing,2/12,Illinois,1.0,1.0,0.0,"– In Feb. 2012 three patrons of a Naperville (Ill.) bar were stabbed, and one died. Several patrons in the Frankie’s Blue Room bar dialed 911. Shaun Wild was fatally wounded, and two other patrons survived.",1,6.0,911_first6sec/call_209_0.wav
188,210,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/oakland-park_burglary_911.mp3,Burglary,2/12,Florida,0.0,1.0,0.0,"– In Feb. 2012 a burglar broke into a Oakland Park (Fla.) home while the occupants were home. A 14 year-old dialed 911 for help while the family hid. Police arrived, rescued the family and then used a canine unit to find the burglar inside.",0,2.0,911_first6sec/call_210_0.wav
189,211,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/sarasota_county_swatting_call_2012.mp3,SWATing call,2/12,Florida,0.0,0.0,1.0,"– In Feb. 2012 a male call the non-emergency number for the Sarasota County (Fla.) sheriff and told a dispatcher he had murdered his parents, had a bomb and was suicidal. He also gave a name and cellular telephone number. Deputies learned the all the information was false—except the cellular number and name.",0,4.0,911_first6sec/call_211_0.wav
190,212,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/portland-ore_suicidal_911.mp3,Suicidal caller,2/12,Oregon,1.0,1.0,0.0,"– In Feb. 2012 Brad Morgan dialed 911 from a Portland (Ore.) building to say he’d just robbed someone at knifepoint, had a gun and was suicidal. The dispatcher talked to him for 20 minutes until officers found him. He hung up, and was later shot after brandishing a replica firearm at officers.",1,2.0,911_first6sec/call_212_0.wav
191,213,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/springville_burglary_911.mp3,Home invasion shooting,3/12,Utah,1.0,1.0,0.0,"– In March 2012 a burglary suspect encountered the occupants of a Springville (Utah) home, and the homeowner shot and killed the man. The female occupant dialed 911 for help.",1,18.0,911_first6sec/call_213_0.wav
192,214,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/harper-woods_buglary_911.mp3,Daytime burglary,3/12,Michigan,0.0,0.0,0.0,"– In March 2012 a burglar tried to gain entry to a Harper Woods (Mich.) home, but there were 3 children inside because of a half-day of school. A 10 year-old girl dialed 911 for help and reached 17-year veteran dispatcher Barb Skalba. Police arrived within 3½ minutes and apprehended two teens running from the house.",0,11.0,911_first6sec/call_214_0.wav
193,215,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/akron_overdose_911.mp3,Overdose &amp; 5 year-old,3/12,Ohio,0.0,1.0,0.0,"– In March 2012 a 5 year-old Akron (Ohio) boy dialed 911 after his mother overdosed on heroin and was unconscious for several hours. In the meantime, the boy had to take care of his 2 year-old brother, and was concerned that he hadn’t properly prepared the baby’s formula.",0,3.0,911_first6sec/call_215_0.wav
194,216,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/hillsborough_murder_911.mp3,Murder 911,3/12,Florida,1.0,0.0,0.0,"– In March 2012 a Hillsborough County (Fla.) man dialed 911 to report he had shot his ill wife, saying he couldn’t stand to see her suffer. Randall Willis was arrested for 2nd-degree murder.",1,2.0,911_first6sec/call_216_0.wav
195,217,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/muskogee_walmart_911.mp3,Walmart gun incident,3/12,Oklahoma,0.0,1.0,0.0,"– In March 2012 a man entered a Muskogee (Okla.) Walmart, went to the rear sporting goods section, grabbed a long-rifle and tried to load it. Several people dialed 911 for help. The guns had trigger locks and the man was arrested by arriving officers.",0,6.0,911_first6sec/call_217_0.wav
196,218,https://web.archive.org/web/20150417082529/http://mp3.911dispatch.com.s3.amazonaws.com/tulsa_home-invasion_911.mp3,Home invasion,3/12,Oklahoma,1.0,1.0,0.0,"– In March 2012 a Tulsa (Okla.) man wanted for questioning in the death of his girlfriend broke into an occupied home two days later and confronted the elderly couple. The couple’s son arrived at the home, saw the suspect talking to his parents, and then dialed 911. Police arrived, shot and killed the Phillip Doll. Investigators have no explanation of why he picked the home or his motive for being there.",1,3.0,911_first6sec/call_218_0.wav
197,219,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/longmont_plane-crash_911.mp3,Small plane crashes,3/12,Colorado,2.0,1.0,0.0,"– In March 2012 two small planes collided in the skies over Longmont (Colo.), and both then crashed. Two men in one plan were killed, but a woman flying the second airplane survived. The two separate crash scenes generated separate 911 calls.",1,6.0,911_first6sec/call_219_0.wav
198,219,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/longmont_plane-crash_911.mp3,Small plane crashes,3/12,Colorado,2.0,1.0,0.0,"– In March 2012 two small planes collided in the skies over Longmont (Colo.), and both then crashed. Two men in one plan were killed, but a woman flying the second airplane survived. The two separate crash scenes generated separate 911 calls.",1,96.0,911_first6sec/call_219_1.wav
199,220,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/cleveland_amber-alert_911.mp3,Amber Alert,3/12,Ohio,0.0,1.0,0.0,"– In March 2012 a Cleveland (Ohio) woman dialed 911 to say she saw a man and child profiled in an Amber Alert. The child had been taken about 24 hours earlier by someone known to the family, but the motive for the abduction is unclear. Police arrived during the 911 call and recovered the 4 year-old child and arrested the man.",0,7.0,911_first6sec/call_220_0.wav
200,221,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/raymond_wisc_accident_911.mp3,Interstate accident,3/12,Wisconsin,1.0,1.0,0.0,"– In March 2012 a big-rig crashed into a stopped van on I-94 near Raymond (Wisc.), killing one man and injuring several others. Six people dialed 911 to report the incident.",1,18.0,911_first6sec/call_221_0.wav
201,221,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/raymond_wisc_accident_911.mp3,Interstate accident,3/12,Wisconsin,1.0,1.0,0.0,"– In March 2012 a big-rig crashed into a stopped van on I-94 near Raymond (Wisc.), killing one man and injuring several others. Six people dialed 911 to report the incident.",1,81.0,911_first6sec/call_221_1.wav
202,221,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/raymond_wisc_accident_911.mp3,Interstate accident,3/12,Wisconsin,1.0,1.0,0.0,"– In March 2012 a big-rig crashed into a stopped van on I-94 near Raymond (Wisc.), killing one man and injuring several others. Six people dialed 911 to report the incident.",1,159.0,911_first6sec/call_221_2.wav
203,222,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/oxford_dui_911.mp3,DUI caller,3/12,Iowa,0.0,1.0,0.0,"– In March 2012 a 15 year-old dialed 911 in Oxford (Iowa) to report he was in a car being driven by his drunken mother, and wanted police to intervene. Lori Anne Becicka was audible in the background of the call. She eventually pulled over into a parking lot where a Johnson County sheriff’s deputy was parked, and was arrested (.235 BA).",0,5.0,911_first6sec/call_222_0.wav
204,223,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/magna_shooting_911.mp3,Child with gun,3/12,Utah,1.0,1.0,0.0,"– In April 2012 a 15 year-old autistic boy in Magna (Utah) took his father’s gun and bullet-resistant vest and left the house as his mother dialed 911 for police. The boy fired at arriving officers, and about 30 minutes later was shot and killed by officers as he fired at them.",1,21.0,911_first6sec/call_223_0.wav
205,224,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/grays-harbor_shooting_911.mp3,Courthouse shooting,3/12,Washington,0.0,1.0,0.0,"– In April 2012 a man entered the Grays Harbor (Wash.) courthouse, stabbed a judge and shot a correctional officer before escaping. Two people dialed 911 for help from the courthouse.",0,25.0,911_first6sec/call_224_0.wav
206,225,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/livonia_murder_911.mp3,Murder-suicide,3/12,Michigan,3.0,1.0,0.0,"– In April 2012 a 19 year-old Livonia (Mich.) man killed his ex-girlfriend’s then-boyfriend, then fatally shot himself. Desiree Staperfene dialed 911 to report the incident, not realizing that Brian White had also killed her mother in another room. White held Staperfene hostage after killing her boyfriend, and then shot himself.",1,17.0,911_first6sec/call_225_0.wav
207,228,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/allegan-county_pursuit_911.mp3,Pursuit,3/12,Michigan,0.0,1.0,0.0,"– In April 2012 a suicidal man was being pursued by police when he dialed 911 and reached Allegan County (Mich.) Central Dispatch dispatcher Tammy Gane, who was able to convince the man to pull over. At one point the man was driving 80 mph.",0,8.0,911_first6sec/call_228_0.wav
208,229,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/sunset-beach_shooting_911.mp3,Shooting,3/12,North Carolina,0.0,1.0,0.0,"– In April 2012 a man in Sunset Beach (NC) dialed 911 to report, his ex-wife had shot herself. Brandon Tysinger said he arrived to drop off his 4 year-old daughter, heard a shot and ran inside to find his ex-wife injured.",0,9.0,911_first6sec/call_229_0.wav
209,230,https://web.archive.org/web/20150417084845/http://pdf.911dispatch.com.s3.amazonaws.com/mason-county_murder_911.mp3,Murder,3/12,Washington,1.0,1.0,0.0,– In April 2012 a Mason County (Wash.) man dialed 911 to say he fatally shot his wife in a mercy killing. Christopher Thorson dialed 911 and talked to a dispatcher for 8 minutes until officers arrived. He later admitted that he shot his wife after an argument.,1,5.0,911_first6sec/call_230_0.wav
210,231,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/chicago_hudson-murder_911.mp3,Murders,3/12,Illinois,1.0,1.0,0.0,– In April 2012 a judge ordered the release of the logging tape of a 911 call made by a Chicago woman who discovered he family members had been murdered. William Balfour is charged with the murder of singer Jennifer Hudson’s mother and two others.,1,0.0,911_first6sec/call_231_0.wav
211,232,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/dalton_murders_911_2.mp3,Murders,5/12,Georgia,2.0,1.0,0.0,"– In May 2012 a 27 year-old man shot his mother, father and brother in Dalton (Geo.), then fled. The mother was able to walk to a neighbor’s house, where the resident dialed 911. The father and son were killed. Also listen to an earlier",1,5.0,911_first6sec/call_232_0.wav
