filename,features,resulted_in_deaths
911_first6sec/call_179_0.wav,"[-3.4595883e+02  1.7394023e+02 -6.8211021e+01  1.2078983e+01
  3.6237740e+01 -4.3841171e+01 -1.7984882e+01  1.4975556e+00
 -2.3815025e+01 -4.3601294e+00 -6.2186159e-02 -1.5355461e+01
 -3.0982988e+00 -3.4098747e+00 -9.5659342e+00 -1.8809686e+00
 -5.9731011e+00 -5.7346125e+00  6.6637623e-01 -5.7655811e+00
 -3.8838422e+00  1.4219544e+00 -3.6313615e+00 -1.6183306e+00
 -9.2497867e-01]",1
911_first6sec/call_179_1.wav,"[-3.1691412e+02  1.9445633e+02 -5.4338890e+01  1.0967591e+00
  2.5539223e+01 -3.7010139e+01 -1.7239542e+01 -1.0212107e+01
 -2.8177937e+01 -3.2811847e+00 -5.4817996e+00 -1.9748503e+01
 -1.8021291e+00 -3.6837466e+00 -9.1566124e+00  2.5700471e+00
 -4.6442933e+00 -7.2853632e+00  2.3809125e+00 -4.1452727e+00
 -4.4176326e+00  1.9000330e+00 -4.0153184e+00 -2.7566619e+00
  1.2354471e-01]",1
911_first6sec/call_180_0.wav,"[-4.5341785e+02  1.4372482e+02 -7.9715546e+01  7.3364263e+00
  1.0815451e+01 -3.8561420e+01  6.5818324e+00 -5.7290459e+00
 -2.1746716e+01  9.3118505e+00 -4.9512792e+00 -7.7457266e+00
  8.2200460e+00 -6.8938570e+00 -2.1316087e+00  5.2621288e+00
 -7.3499708e+00  4.4272110e-01  2.5928636e+00 -5.9482789e+00
  1.3009306e+00  1.3933685e-01 -3.7520065e+00  1.5226367e+00
 -2.2701621e+00]",1
911_first6sec/call_181_0.wav,"[-408.8115     167.46605    -79.07566    -16.969881    22.755814
  -33.749996   -14.468856    -1.708643   -19.285612     1.4256918
    1.3183484  -11.542291     5.343755     1.597232    -9.060976
    2.2570093   -1.6280652   -5.8168125    3.9063187   -1.1750093
   -3.4781597    4.6741934    1.230555     0.9471335    6.393434 ]",1
911_first6sec/call_182_0.wav,"[-578.7483     108.77777    -17.421024   -10.960177    12.885076
  -12.642354   -20.15226    -11.677164   -13.438398    -8.424841
   -6.2435126  -12.859808    -7.854951    -1.1617659   -5.228174
   -5.517605    -2.3007684   -3.797473    -3.6387665   -2.2181447
   -4.1109533   -4.4020753   -2.5089772   -2.8210247   -3.554896 ]",1
911_first6sec/call_183_0.wav,"[-3.82291351e+02  1.37123413e+02 -1.93852139e+01 -2.27988319e+01
 -1.48603401e+01 -9.68045998e+00 -1.92006130e+01 -1.90859127e+01
 -1.30806341e+01 -5.72139680e-01  9.85329688e-01 -1.01977539e+00
  3.48589993e+00 -2.55773854e+00 -3.06640387e+00  2.19991398e+00
  5.84084845e+00 -3.45472097e+00  7.75052428e-01  6.01145744e+00
 -1.64931679e+00  2.42778373e+00  3.87999344e+00  1.93096840e+00
 -1.11151256e-01]",1
911_first6sec/call_184_0.wav,"[-397.46228    161.02885    -62.160957     0.7132949   16.708408
  -40.501823    -4.10833     -1.7939527  -34.160984    -1.9913526
    4.765817   -14.602309     5.3830156    6.2950764   -5.325985
    9.952181     6.645857    -4.566574     5.0067263    3.1849647
   -2.9900732    2.4718692    0.6716326   -2.2356164   -1.0769439]",0
911_first6sec/call_185_0.wav,"[-5.7014758e+02  1.5556863e+02 -3.8300331e+01  8.0360407e-01
  1.8217045e+01 -2.5881104e+01 -9.2792244e+00 -5.9944944e+00
 -1.6276236e+01  3.3412642e+00 -5.3939371e+00 -1.4249377e+01
  5.8714690e+00 -8.7860537e-01 -8.5816898e+00  5.7674651e+00
 -1.4201216e-01 -4.9518628e+00  5.3992872e+00  3.3602133e-01
 -3.0159550e+00  3.2848783e+00  5.3805250e-01 -6.6980815e-01
  8.0627473e-03]",0
911_first6sec/call_186_0.wav,"[-4.7587640e+02  1.1415929e+02 -4.3476517e+01  6.9740000e+00
  3.5747685e+00 -2.3998123e+01 -1.6823587e+01 -1.3383247e+01
  8.9123756e-01  9.0641766e+00  1.6417593e+00 -3.4914501e+00
  1.1426045e+00  8.9774065e+00 -3.1412647e+00 -1.6533667e+00
  5.0441098e+00 -3.6665442e+00  1.8333231e-01  3.2813189e+00
 -2.4847198e+00 -5.4561168e-01 -2.0790291e-01 -8.3949399e-01
 -2.5388496e+00]",0
911_first6sec/call_187_0.wav,"[-350.09695    136.36276     -8.734257    13.015444    -5.9448338
  -12.565725   -19.69372    -10.497187   -15.349049   -12.119726
   -2.6836126   -5.986199    -5.16065      2.3067143   -4.705884
    2.972643     2.0958614   -3.085648     0.6233749    1.0592369
   -5.972032     2.859446     1.4067501    2.196702    -2.5545702]",1
911_first6sec/call_188_0.wav,"[-4.0344159e+02  1.5054372e+02 -5.4922848e+01  1.5427893e+00
  2.3555058e+01 -2.6356260e+01 -4.4987822e+00 -6.9307786e-01
 -1.6347300e+01  3.6382608e+00 -6.3491850e+00 -1.8114109e+01
  2.7426238e+00 -4.1251702e+00 -1.2045903e+01  4.7425537e+00
  1.6994339e+00 -2.1208133e-01  1.1997406e+01  5.9462991e+00
 -8.7446666e-01  1.5653578e+00 -1.5793689e+00 -9.8938960e-01
 -4.3974519e-01]",1
911_first6sec/call_189_0.wav,"[-5.71897278e+02  2.02403793e+02 -5.58577271e+01  1.15699158e+01
  3.82950058e+01 -3.08955421e+01 -2.43562174e+00  6.75330877e+00
 -2.44339275e+01  1.26506603e+00  3.55448055e+00 -1.90576305e+01
 -1.56412113e+00 -1.83852506e+00 -1.45981846e+01  7.95855224e-02
 -3.19367790e+00 -1.25549726e+01 -9.37269866e-01 -4.60436964e+00
 -1.03564825e+01  2.45352805e-01 -1.69549012e+00 -6.35937357e+00
 -1.02938664e+00]",1
911_first6sec/call_190_0.wav,"[-5.0306689e+02  1.3865707e+02 -2.9225685e+01 -5.5139904e+00
  1.0011717e+01 -2.5285564e+01 -9.8033886e+00 -1.6711706e+00
 -1.3617024e+01 -9.8095554e-01 -1.6709793e+00 -8.3880405e+00
  3.7527943e+00 -6.9057441e-01 -7.9367762e+00  2.5157421e+00
 -7.2913593e-01 -7.3160996e+00  4.3876100e-01 -4.1986018e-01
 -5.4737978e+00 -1.5394181e+00  3.7445828e-01  7.2004549e-02
  1.0014282e+00]",0
911_first6sec/call_191_0.wav,"[-4.0238367e+02  1.4249321e+02 -3.2268482e+01 -1.3632906e+01
  1.0536167e+01 -1.8361263e+01 -1.0825535e+01 -3.4994261e+00
 -5.9325318e+00  4.1256084e+00 -3.0246181e+00 -4.8404655e+00
  8.9835968e+00  7.4074185e-01 -4.1221757e+00  6.6642666e+00
  2.1343742e-02 -4.6188626e+00  2.7033629e+00 -2.0953107e+00
 -5.1005812e+00 -5.0374007e-01 -2.0322192e+00 -3.3926639e-01
  2.4142973e+00]",1
911_first6sec/call_192_0.wav,"[-4.4515674e+02  1.9188354e+02 -4.5855179e+01 -2.3648071e+01
  4.2139908e+01 -6.1058974e+00 -2.5051838e+01  2.4308519e+00
 -8.6005554e+00 -1.4087232e+01  2.6006167e+00 -9.5601063e+00
 -1.9083815e+01 -8.9991736e-01 -1.4280659e+00 -1.2727486e+01
 -1.7085780e+00  2.4723856e+00 -9.0507317e+00 -5.6465101e+00
  2.0900180e+00 -3.6974504e+00 -5.5038285e+00 -3.4344366e-01
 -1.0599442e+00]",0
911_first6sec/call_193_0.wav,"[-3.3146429e+02  6.6917923e+01 -1.2463490e+01 -2.5209082e+01
  3.6266844e+00 -7.8138142e+00 -3.3692223e+01  1.8949534e-01
 -2.1165361e+01 -1.6881252e+01  1.3037470e+01 -1.7106033e+01
 -6.6211061e+00  7.4418116e+00 -9.0634794e+00 -7.7002597e-01
  2.9482894e+00 -7.5208611e+00 -3.3962970e+00  3.0597150e+00
 -1.4189091e+01  4.7932281e+00 -9.8568268e+00  2.1543810e+00
 -4.8412204e+00]",0
911_first6sec/call_194_0.wav,"[-4.8285223e+02  1.5469469e+02 -2.8833298e+01  5.5301886e+00
  1.0750941e+01 -3.0457186e+01 -1.6555517e+01 -5.4569006e+00
 -1.3932379e+01 -9.3208227e+00 -2.2519610e+00 -8.0896130e+00
 -5.5634503e+00  1.4936894e+00 -7.9995956e+00 -7.4530435e+00
  5.5695496e-02 -4.5964389e+00 -2.6585770e+00  5.5168414e-01
  8.5877323e-01  5.0191965e+00  4.3103828e+00  5.2227559e+00
  8.0125952e+00]",1
911_first6sec/call_195_0.wav,"[-4.1016412e+02  1.6842799e+02 -8.1788544e+01 -2.5736289e+00
  1.9894810e+01 -3.6423325e+01 -2.3906316e-01 -2.6226091e-01
 -1.7470919e+01  1.2309381e+01 -1.3935922e+00 -1.3392954e+01
  1.0636843e+01 -1.5836124e+00 -9.7028704e+00  5.5880508e+00
 -3.6587284e+00 -5.6689644e+00  4.8217878e+00 -1.1031338e+00
  5.5944151e-01  6.2331614e+00  1.2406318e+00  1.9222558e+00
  1.2787694e+00]",1
911_first6sec/call_196_0.wav,"[-4.1847839e+02  1.7601251e+02 -6.4630363e+01 -1.3639546e+01
  2.8508318e+01 -2.0361061e+01 -1.1254124e+01 -4.4070077e+00
 -1.4948157e+01  3.1346233e+00 -3.0276511e+00 -1.1898866e+01
  6.0660434e+00 -1.5027882e+00 -1.0083417e+01  5.0254946e+00
  1.3672407e-01 -7.1097412e+00  2.5433044e+00 -4.1375631e-01
 -5.5247455e+00 -8.4788817e-01 -5.7305330e-01 -8.7152916e-01
 -1.6268423e+00]",1
911_first6sec/call_197_0.wav,"[-408.8298     168.99258    -76.42237    -18.726654    21.275234
  -24.657543    -6.830957    -5.928784   -20.799501     2.6716685
   -5.0494165  -14.438844     9.031405     2.13183     -4.1398945
   15.979316     8.814495    -2.353884     6.274593     1.6521696
   -4.597287    -1.4855781   -2.863554    -2.3230674   -3.1632466]",1
911_first6sec/call_198_0.wav,"[-4.2251010e+02  1.0021816e+02 -1.0988389e+00 -2.2277102e+01
  7.3510394e+00 -6.7907028e+00 -3.2650578e+01  7.6657009e+00
 -1.5796523e+01 -1.3315072e+01  3.4904621e+00 -1.5052070e+01
 -2.0337043e+00  6.9045396e+00 -9.0179987e+00  4.3551483e+00
  2.6969771e+00 -6.2083778e+00  3.4576232e+00  1.0851963e+01
 -9.3782187e+00  8.0633974e+00 -1.6287480e-01  4.9211130e+00
 -4.3168550e+00]",0
911_first6sec/call_199_0.wav,"[-343.62888    139.61534    -59.59351      7.606056    14.631881
  -29.285364   -22.094578     4.118658     2.9529877   -4.5261636
  -16.170568    -5.306852    12.211585     3.1351056   -6.5730395
    1.7458823    0.5158954   -2.228241     1.9945214   -2.6449015
   -7.903801    -9.040558    -7.1557245   -4.363972    -8.3086815]",1
911_first6sec/call_200_0.wav,"[-4.6302194e+02  1.7426891e+02 -4.8743233e+01 -2.8628155e+01
  5.3937559e+00 -4.0632641e+01 -2.8907007e+01 -1.2402801e-01
 -1.3932287e+01 -1.1551139e+01 -9.2976344e-01 -8.3641157e+00
 -7.3119469e+00 -3.3271341e+00 -6.7686720e+00 -3.0933235e+00
 -1.1013572e+00 -6.9241171e+00 -6.0973663e+00 -2.9291477e+00
 -5.5404086e+00 -6.6164818e+00 -4.6344285e+00 -4.9853520e+00
 -6.0214796e+00]",1
911_first6sec/call_201_0.wav,"[-500.1141     141.47975    -43.773514     2.3831248   21.996004
  -19.31747      0.5687271    1.1470573  -21.4429      -3.1645622
    1.1382188  -11.412448    -3.5199497   -3.6550639   -7.4457912
   -2.1732185   -4.694283    -4.831218    -1.3093966   -5.067558
   -5.101899    -2.0613098   -2.3067334   -1.9412704   -3.033176 ]",0
911_first6sec/call_203_0.wav,"[-3.7537213e+02  1.7264470e+02 -7.8948875e+01  8.8246899e+00
  2.9662668e+01 -3.5291309e+01  4.1548076e+00  3.9655292e+00
 -2.2764280e+01  7.7684813e+00 -1.4711925e+00 -1.5178442e+01
  7.7732196e+00 -5.6575413e+00 -1.2356904e+01  4.9271417e+00
 -8.2219648e+00 -7.7969027e+00  8.2580070e+00 -1.1266100e+00
  3.8630608e-01  6.5472016e+00 -3.9151092e+00 -3.5025269e-01
  2.6488240e+00]",0
911_first6sec/call_204_0.wav,"[-7.1098053e+02  1.2589465e+02 -4.5154301e+01  8.5566788e+00
  1.3085507e+01 -3.4699772e+01 -5.4906807e+00 -2.4706371e+00
 -2.4026098e+01 -7.2440410e+00 -5.9717135e+00 -1.2575760e+01
 -2.1904964e+00 -3.1182358e+00 -3.3111765e+00  1.1942916e+00
 -2.4131942e+00  3.6968502e-01  2.4585927e+00 -2.6733150e+00
 -5.5613321e-01  1.5220871e+00 -4.5665377e-01  1.3551704e+00
  1.3637513e+00]",1
911_first6sec/call_205_0.wav,"[-410.747      197.40053    -55.391342    -7.0935984   29.150276
  -28.225286   -17.939638    -5.7078567  -17.087227    -2.1978655
   -7.505853   -14.56701      2.5537713   -4.534425   -11.217376
    1.73904     -4.450799    -6.7661304    5.7528095    1.2444278
   -3.0992343    2.0923743    0.5630964    1.1059865    2.3756154]",0
911_first6sec/call_206_0.wav,"[-450.39917     163.71567     -60.692       -15.800664     13.109389
  -20.962387      0.46874976   -4.250573    -15.997159      6.86296
   -5.7879925   -15.676528      5.056292     -2.949499    -10.234274
    3.3240783    -1.8551773    -7.4211926    -0.67462415   -1.3194057
   -2.9845164    -1.6129383     1.2212147     2.9784079    -1.0246221 ]",1
911_first6sec/call_208_0.wav,"[-4.6558487e+02  2.0702850e+02 -5.0907150e+01 -5.5907278e+00
  3.0283335e+01 -2.2725735e+01 -8.1226339e+00 -3.1401000e+00
 -2.5950422e+01 -2.3963494e+00  8.4362516e+00 -1.0308586e+01
 -7.0197086e+00  9.0111095e-01 -1.0029371e+00 -5.2867341e-01
 -2.0970833e-01  1.7867903e+00  1.8981546e+00 -1.3411368e+00
  1.9662075e+00  4.2625780e+00 -5.9555327e-03  1.5456706e-01
  2.9809818e+00]",0
911_first6sec/call_209_0.wav,"[-3.4805997e+02  1.9072827e+02 -9.9099442e+01 -1.2771532e+01
  3.3181221e+01 -4.5485275e+01 -1.0706838e+01  1.3920432e+01
 -2.8998850e+01 -6.9602919e+00  9.0444880e+00 -1.8083405e+01
 -5.1131244e+00  3.3313053e+00 -1.4727411e+01 -4.5478864e+00
 -3.4210976e-02 -1.1178964e+01 -2.2324140e+00 -3.9667732e-01
 -7.7208443e+00  1.2603660e+00  2.1943152e+00 -3.0976269e+00
  3.2848802e+00]",1
911_first6sec/call_210_0.wav,"[-5.3467261e+02  1.9051457e+02 -7.6175003e+01  1.2065296e+01
  3.8097393e+01 -3.0524647e+01  1.7034550e+00  4.9586219e-01
 -2.8656858e+01 -2.6418836e+00 -7.4226546e+00 -1.8691811e+01
  2.7234404e+00 -3.3028150e+00 -1.0931366e+01  7.8947917e-02
 -2.6496663e+00 -2.0047696e+00  6.0988594e-02 -5.9792361e+00
 -1.6370324e+00 -4.2990223e-01 -4.6137948e+00 -2.7139896e-01
 -6.6666466e-01]",0
911_first6sec/call_211_0.wav,"[-4.8245541e+02  1.4561835e+02 -3.1685596e+01 -6.8408313e+00
  1.9987207e+01 -1.7151199e+01 -1.8741745e+01 -1.1204013e+01
 -6.3718991e+00  5.6683798e+00 -7.6801276e+00 -9.8028450e+00
  1.0370975e+01 -1.9288571e-01 -9.9739628e+00  4.8583717e+00
 -1.9592186e+00 -1.2404615e+01 -3.3329818e-01  1.2415079e+00
 -4.2141752e+00  2.9244614e+00  7.3726869e+00  6.1455541e+00
  5.7380204e+00]",0
911_first6sec/call_212_0.wav,"[-450.2794     202.78546    -63.115276   -27.323603    34.505116
  -24.970877   -29.885044     1.6652075  -15.664456   -15.475382
    1.7355106   -5.2244706   -1.6274396    3.4495616   -5.06367
    7.5654426   12.419076    -8.345629     1.8016567   18.140362
   -4.572333    -6.649058    16.364782     3.1579382   -8.7980385]",1
911_first6sec/call_213_0.wav,"[-354.83975    189.47133   -104.6307      15.578344    25.215012
  -42.335064    -1.6397249  -19.00843    -23.630781    14.096155
  -14.869713   -14.623492    14.081938    -7.356253    -7.064837
    5.4339848   -7.7644153   -1.3459249    3.0387664   -5.9599953
    3.2549212    5.5180025   -1.3506359    5.6101613    3.4540129]",1
911_first6sec/call_214_0.wav,"[-4.9038153e+02  1.7225443e+02 -6.6115845e+01 -2.5348753e-02
  2.2617664e+01 -2.8549917e+01 -2.0731315e-01  7.3702860e+00
 -1.9502333e+01  2.0496454e+00  2.1068437e-01 -1.7082375e+01
  7.7792215e-01 -4.8826432e+00 -2.0024534e+01 -1.7844423e+00
  4.1498232e+00 -4.1155930e+00  5.3813143e+00 -9.3244761e-01
 -6.1766601e+00  1.0631181e+01  7.6670051e+00  2.1340559e+00
  8.7102270e+00]",0
911_first6sec/call_215_0.wav,"[-486.79214    130.69786    -48.14158    -54.765156    -7.9486585
  -21.497435   -19.094866     7.049705    -5.63339    -19.740248
   -3.1556935   -1.2050682  -11.150027    -1.0197159    2.9831336
   -9.423946    -5.6211853    8.168051     9.689424    11.336161
   16.210129    12.482471     8.926697     8.819817     2.2831876]",0
911_first6sec/call_216_0.wav,"[-422.44366    168.5741     -51.72054     11.352156    25.78575
  -43.805264   -13.142843     1.5566642  -29.359266    -7.901024
   -1.058655   -19.86952     -3.3466833    0.9034505  -12.114736
   -3.0994258   -2.2129402   -8.373626    -1.203077    -3.2298405
   -7.752674    -2.4713268   -3.6453137   -5.215888    -1.855692 ]",1
911_first6sec/call_217_0.wav,"[-5.6442169e+02  1.7492279e+02 -6.2227119e+01 -5.7787561e+00
  3.0246887e+01 -2.7046911e+01 -9.1788244e+00  2.4792111e+00
 -2.1783932e+01 -4.4969945e+00 -1.5502964e+00 -1.8946154e+01
 -4.9219813e+00 -2.6391537e+00 -1.1490943e+01  2.5404279e+00
  2.2235878e+00 -8.4319725e+00  1.0889325e+00  2.6644597e+00
 -6.5697002e+00 -1.7026101e+00  3.6826530e+00 -5.1642025e-01
 -2.1580060e+00]",0
911_first6sec/call_218_0.wav,"[-4.5672745e+02  1.5147578e+02 -2.3368980e+01  6.1080208e+00
  2.5380770e+01 -3.0876787e+01 -2.8994843e+01 -8.7179718e+00
 -1.9605612e+01 -1.3619091e+01 -7.6601672e+00 -1.6082430e+01
 -8.0078259e+00 -1.1279438e+00 -7.1242409e+00 -3.5015721e+00
  3.9958814e-01 -2.9425828e+00 -4.6855566e-01  7.3060292e-01
 -2.3053570e+00  3.2000664e-01  1.5804054e+00 -1.3507298e+00
 -1.4110206e-01]",1
911_first6sec/call_219_0.wav,"[-4.0052948e+02  1.7257939e+02 -5.9719254e+01 -8.7271786e+00
  2.1023668e+01 -3.6267673e+01 -1.4656970e+01 -8.3258563e-01
 -2.5525034e+01 -6.2079101e+00  8.5897535e-01 -1.6817486e+01
 -4.9379730e+00 -1.8978456e+00 -1.3364354e+01 -4.7723870e+00
 -3.1551731e+00 -9.3744078e+00 -2.2211874e+00 -1.9476123e+00
 -7.0059624e+00 -2.2477567e+00  2.1384454e-01 -5.1547903e-01
  1.1018916e+00]",1
911_first6sec/call_219_1.wav,"[-387.178      176.37825    -74.12788     16.735403    39.015648
  -43.429768    -5.4364886    8.9111     -31.845192    -5.401619
    5.021924   -19.426033    -5.7222524   -1.290633   -12.948559
   -4.594018    -5.67937     -9.450874    -2.1112185   -6.6674976
   -8.528602    -2.5976644   -6.1928797   -5.5084314   -1.7902846]",1
911_first6sec/call_220_0.wav,"[-392.86288    174.02303      2.3114872   -7.9519205   -4.993513
  -25.323109   -10.441986    -3.2290895  -15.269526    -3.2616863
    5.0212197   -0.4495382    3.8656864    7.6764865   -7.7039266
   -4.2032685   -1.1949881   -5.848509    -0.434394     2.6193123
   -7.2020516   -5.4021873    4.5884304   -2.016695    -5.4738483]",0
911_first6sec/call_221_0.wav,"[-4.1157767e+02  1.8319872e+02 -7.3628723e+01 -2.6155254e+01
  2.9464401e+01 -2.0952488e+01 -2.8879261e+01 -1.8262623e+01
 -2.1551079e+01 -6.7515273e+00 -5.7880917e+00 -1.0447912e+01
 -1.4909590e+00 -2.7982738e+00 -4.5477428e+00 -9.6115875e-01
 -4.6066108e+00 -2.6676898e+00  1.3450165e+00 -2.0714908e+00
 -2.1820686e+00 -2.6720020e-01 -3.6074290e-01  1.3746037e+00
 -4.3634999e-01]",1
911_first6sec/call_221_1.wav,"[-405.33463    183.2307     -77.43553    -15.844899    26.276085
  -38.67307    -24.335081    -4.146013   -27.23245    -15.256144
   -2.2338104   -9.688211    -5.6775727   -3.4453661   -3.9727972
   -1.0824369   -4.3924475   -2.0662637    2.6783504   -1.7031571
   -2.8573108    0.7296472    0.5775094   -1.6248538   -3.2211814]",1
911_first6sec/call_221_2.wav,"[-418.62173    151.917      -90.56873    -13.382033    23.859253
  -42.804955   -17.09837      6.3613987  -19.831596    -7.9455605
    0.5322889  -11.594781    -2.9714274    1.9395049   -4.7162633
   -3.661346    -3.1072338   -3.7596245   -4.9433293   -5.5710793
   -2.6845276   -3.1408494   -1.8488475    3.4798102    1.9954293]",1
911_first6sec/call_222_0.wav,"[-357.9696     165.2927     -56.22086    -17.599855    13.060322
  -24.209507    -5.744109    -3.6361494  -17.10996      4.24864
    1.5036166   -4.5232854   12.218547    -2.6910443  -14.720323
    5.4329534    3.215231    -7.0511637    3.250005     3.831462
   -3.077701    -2.7704093   -3.3417916   -2.0128775   -1.1693313]",0
911_first6sec/call_223_0.wav,"[-3.4908575e+02  1.8754042e+02 -6.6875000e+01 -1.5117683e+01
  1.9936752e+01 -4.4865456e+01 -1.6691717e+01  1.5937313e+01
 -3.1145025e+01 -1.8338051e+01  1.2649016e+01 -1.8903893e+01
 -2.1595318e+01  7.5941010e+00 -7.5708461e+00 -1.3828223e+01
  2.7792460e-01 -9.6043177e+00 -8.0681782e+00  6.5619864e+00
 -1.1037602e+01 -1.2314180e+01  1.2028394e+01  1.3383650e+00
 -1.3449241e+01]",1
911_first6sec/call_224_0.wav,"[-332.66208     178.78912     -92.984856      7.725352     23.334827
  -40.638523     -5.345313     -5.0435095   -23.11708      12.274624
    4.45622     -12.085034      9.273866      1.3008722    -9.764195
    5.155063     -0.76010907   -6.908994      3.047787     -0.4304948
   -4.2813206     1.2289295    -0.8760754    -1.4016507     0.9275342 ]",0
911_first6sec/call_225_0.wav,"[-3.9608035e+02  1.5640646e+02 -1.4636993e+01 -1.0856164e+01
  6.6502833e+00 -1.8356837e-01 -2.7124340e+01 -7.6136737e+00
 -1.0722166e+01 -1.0030356e+01 -4.1638403e+00 -1.3158012e+01
  1.1273988e+00 -5.1448708e+00 -2.6749394e+00 -1.9673120e+00
 -5.1678419e+00 -2.6788857e+00 -4.6434774e+00  3.1041234e+00
 -1.1229218e+01 -8.1582415e-01 -4.4157295e+00 -2.7204945e+00
 -6.0786428e+00]",1
911_first6sec/call_228_0.wav,"[-4.3508676e+02  1.9011499e+02 -6.0551800e+01 -3.5546093e+01
  4.1849903e+01 -1.6015411e+01 -4.2420658e+01  7.7923613e+00
  3.7625029e+00 -2.3854376e+01 -2.6954751e+00  4.3130245e+00
 -1.6769403e+01 -6.2266817e+00  7.9146042e+00 -8.9430723e+00
 -1.1123002e+01  4.4490886e+00 -2.8148406e+00 -1.1447313e+01
  3.1996155e-01  2.1576390e+00 -5.5326967e+00  9.1731858e-01
  5.0550618e+00]",0
911_first6sec/call_229_0.wav,"[-408.32385    202.70291    -70.37346      1.1347947   25.985283
  -38.82623     -4.5731273    1.2087858  -21.489107     7.1529193
   -2.4877796  -19.623085     4.0180573   -4.7454495  -14.086298
    4.0860906   -4.5911846   -9.49121      3.4224901   -4.152084
   -6.2765713    1.7239274   -2.842653    -2.6033318   -1.7786546]",0
911_first6sec/call_230_0.wav,"[-494.3344     140.06604    -72.419075    14.516853    16.455519
  -34.193306     7.8059487   -3.0934296  -16.289934    13.430356
   -5.0758266   -8.073733    13.280258    -4.777831    -5.0058165
    8.606468    -4.0560837   -1.7583789    5.2242074   -1.4362156
    1.9222846    2.7461874    1.3532441    5.525798     0.7472372]",1
911_first6sec/call_231_0.wav,"[-362.27548    128.80205    -72.118835     9.280442    24.891514
  -33.33803     -2.8591468   -3.7003815  -20.875992     7.50222
   -2.7823012  -11.853549    12.172225     2.103375    -4.0714993
    7.2249746   -5.3248806   -3.7914026    4.254503    -9.138544
   -4.59689      2.0609953   -8.120922    -1.9845452    1.78663  ]",1
911_first6sec/call_232_0.wav,"[-428.30344    208.36719    -82.875824   -19.459831    23.366121
  -36.998474   -14.316742    -5.8863497  -22.94118      6.551646
   -1.9339445  -19.657875     9.56988      2.796804   -13.557019
   10.995962     6.228771   -10.374723     6.621599     5.7556505
   -6.774631     3.6641288    5.808376    -1.6441966    0.5858487]",1
911_first6sec/call_233_0.wav,"[-4.1217398e+02  1.6259174e+02 -5.3318722e+01 -2.1699112e+01
  1.7697887e+01 -2.5963306e+01 -2.1184885e+01 -7.3496461e+00
 -1.7335648e+01 -2.8204272e+00  6.0678291e-01 -9.6022100e+00
  3.3640125e+00  3.0207548e+00 -8.6164503e+00  2.7954988e+00
  4.4364562e+00 -6.2201266e+00  1.9529849e+00  5.1438932e+00
 -3.4743650e+00  1.4820578e+00  6.0919933e+00  1.7243145e-01
 -7.8512773e-02]",1
911_first6sec/call_234_0.wav,"[-3.9614993e+02  1.6819569e+02 -4.5274845e+01 -9.9259748e+00
 -3.8527474e-01 -2.6706373e+01 -1.9795679e+01  6.1424389e+00
 -8.7089443e+00 -1.4778761e+01  3.2993221e+00 -1.8003860e+01
 -1.2391309e+01  2.3795693e+00 -1.2551442e+01 -6.2947669e+00
 -8.9609796e-01 -7.1867294e+00 -1.7866989e+00 -2.9791579e+00
 -5.9655714e+00 -2.3331459e+00 -2.7199156e+00 -2.0738015e+00
 -4.3690372e-01]",1
911_first6sec/call_235_0.wav,"[-283.33914    182.28941    -89.816        4.0036874   29.666882
  -44.51468     -8.01799     -2.7051399  -26.256409     4.9473023
   -5.484151   -19.295387     8.187028    -3.6779866  -13.17357
    7.1186523   -1.2751795   -4.2999578    6.269143    -4.2282906
   -2.775246     3.2230017   -6.6827536   -1.9881805    1.6645705]",1
911_first6sec/call_236_0.wav,"[-3.5995291e+02  1.5493065e+02 -5.4915520e+01 -4.5784947e-04
  2.3121080e+01 -2.7607313e+01 -1.4556355e+01 -2.1188021e+00
 -1.1511711e+01  4.8387341e+00 -2.2701044e+00 -7.2846546e+00
  1.0169453e+01  3.4787052e+00 -3.8409677e+00  6.1129427e+00
 -1.0505663e+00 -5.0988259e+00  3.0662792e+00  3.8945308e-01
 -1.6960281e+00  9.6401888e-01  9.1532499e-01  1.9090565e+00
 -4.0187544e-01]",1
911_first6sec/call_237_0.wav,"[-477.88696    195.26418    -76.19053    -12.371494    28.368555
  -36.11928    -15.461406     3.524735   -16.453772     3.2037008
    1.0533535  -17.573755     3.6630883    2.0954804  -13.185767
    2.1911979    2.3141124   -6.3280673    5.1307907    6.7419543
    0.7039194    7.949755     9.744378     1.5796255   -0.9553978]",1
911_first6sec/call_238_0.wav,"[-4.3366162e+02  1.6802637e+02 -6.9548119e+01 -6.6143713e+00
  1.9722126e+01 -3.1964767e+01 -2.4428110e+00  3.6048678e-01
 -1.9299292e+01  8.1806831e+00  2.3967257e+00 -1.2692209e+01
  5.8032761e+00 -2.5266299e+00 -9.6222572e+00  7.2950792e+00
 -1.1291001e+00 -7.6494722e+00  4.4861264e+00  5.0216663e-01
 -2.2997563e+00  4.3590670e+00  3.3022830e+00  2.9738946e+00
  1.3144761e+00]",1
911_first6sec/call_240_0.wav,"[-323.3921      190.52489     -84.38105       1.4107001    34.581303
  -38.485706    -10.594846      1.5500582   -17.90238       9.919319
    5.305015    -11.934304     10.098543      4.368587     -8.607098
    9.495307      2.408878    -10.99727       5.0861235     1.9743297
  -11.610741     -0.50966245    2.8367286    -2.2524717     4.2483587 ]",1
