id,link,title,date,state,civilian_initiated,deaths,potential_death,false_alarm,description,file_name
224,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/grays-harbor_shooting_911.mp3,Courthouse shooting,3/12,Washington,1,0,1,0,"– In April 2012 a man entered the Grays Harbor (Wash.) courthouse, stabbed a judge and shot a correctional officer before escaping. Two people dialed 911 for help from the courthouse.",call_224.mp3
225,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/livonia_murder_911.mp3,Murder-suicide,3/12,Michigan,1,3,1,0,"– In April 2012 a 19 year-old Livonia (Mich.) man killed his ex-girlfriend’s then-boyfriend, then fatally shot himself. Desiree Staperfene dialed 911 to report the incident, not realizing that Brian White had also killed her mother in another room. White held Staperfene hostage after killing her boyfriend, and then shot himself.",call_225.mp3
226,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/brooklyn-oh_murder_radio.mp3,Murder,3/12,Ohio,1,2,1,0,– In April 2012 a man entered a Brooklyn (Ohio) restaurant and shot and killed his wife and wounded his 10 year-old daughter. Kevin Allen was shot and killed by police when they confronted him inside the Cracker Barrel. Also listen to the 911 call made by the female,call_226.mp3
227,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/somerset_pursuit_radio.mp3,Pursuit &amp; shooting,3/12,Maryland,1,0,1,0,"– In April 2012 a 911 caller reported a suspicious man at the rear of a nursing home in Somerset County (Md.), but the man fled in a vehicle when state police arrived. After an 18-minute chase the man was fatally shot by troopers when the suspect’s vehicle went off-road and became stuck in the mud.",call_227.mp3
228,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/allegan-county_pursuit_911.mp3,Pursuit,3/12,Michigan,1,0,1,0,"– In April 2012 a suicidal man was being pursued by police when he dialed 911 and reached Allegan County (Mich.) Central Dispatch dispatcher Tammy Gane, who was able to convince the man to pull over. At one point the man was driving 80 mph.",call_228.mp3
229,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/sunset-beach_shooting_911.mp3,Shooting,3/12,North Carolina,1,0,1,0,"– In April 2012 a man in Sunset Beach (NC) dialed 911 to report, his ex-wife had shot herself. Brandon Tysinger said he arrived to drop off his 4 year-old daughter, heard a shot and ran inside to find his ex-wife injured.",call_229.mp3
230,https://web.archive.org/web/20150417084845/http://pdf.911dispatch.com.s3.amazonaws.com/mason-county_murder_911.mp3,Murder,3/12,Washington,1,1,1,0,– In April 2012 a Mason County (Wash.) man dialed 911 to say he fatally shot his wife in a mercy killing. Christopher Thorson dialed 911 and talked to a dispatcher for 8 minutes until officers arrived. He later admitted that he shot his wife after an argument.,call_230.mp3
231,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/chicago_hudson-murder_911.mp3,Murders,3/12,Illinois,1,1,1,0,– In April 2012 a judge ordered the release of the logging tape of a 911 call made by a Chicago woman who discovered he family members had been murdered. William Balfour is charged with the murder of singer Jennifer Hudson’s mother and two others.,call_231.mp3
232,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/dalton_murders_911_2.mp3,Murders,5/12,Georgia,1,2,1,0,"– In May 2012 a 27 year-old man shot his mother, father and brother in Dalton (Geo.), then fled. The mother was able to walk to a neighbor’s house, where the resident dialed 911. The father and son were killed. Also listen to an earlier",call_232.mp3
233,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/jessup_murder_911.mp3,Murder,5/12,Iowa,1,2,1,0,"– In May 2012 a man shot and killed his ex-girlfriend in Jessup (Iowa), and then fatally shot himself. Just as the suspect drove to the woman’s house, her then-boyfriend dialed 911 to report the incident, and described what was happening. Gunshots are audible on the logging tape.",call_233.mp3
234,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/jacksonville_murder_911.mp3,Murder,9/10,Florida,1,1,1,0,– In Sept. 2010 a 14 year-old boy was caught in gunfire during a dispute in Jacksonville (Fla.). In May 2012 the judge released the logging tape of a 911 call made in response to the incident.,call_234.mp3
235,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/midwest-city_fire_911.mp3,Fatal fire,5/12,Oklahoma,1,3,1,0,– In May 2012 a woman and her two toddler children died in an apartment fire. The woman’s mother managed to escape the fire in Midwest City (Okla.) and dial 911 for help.,call_235.mp3
236,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/wilton_murder_911.mp3,Murder,5/12,Connecticut,1,1,1,0,"– In May 2012 a 22 year-old man allegedly beat his father to death during a psychotic episode, and then fled. Aaron Ramsey’s mother arrived home shortly after and discovered her husband’s body, and dialed 911.",call_236.mp3
237,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/gilbert_murders_daughter_911.mp3,Murders,5/12,Arizona,1,4,1,0,"– In May 2012 a man in Gilbert (Ariz.) shot and killed his girlfriend Lisa Mederos, her 23 year-old daughter, the daughter’s 15 month-old daughter, and the daughter’s boyfriend. Mederos’ 19 year-old daughter was unhurt and dialed 911 from inside the house to report the incident. A",call_237.mp3
238,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/todd_murder_911.mp3,Murder,3/12,North Carolina,1,1,1,0,"– In March 2012 a man in Todd (NC) shot and killed his roommate. Thomas Laing dialed 911 and talked to a Watauga County sheriff’s dispatcher for about 15 minutes, saying the roommate was violent and trying to break into the house where they both lived.",call_238.mp3
239,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/sandy_burglar_911.mp3,Home invasion,5/12,Utah,1,0,0,0,"– In May 2012 a suspect broke into a Sandy (Utah) home while the 11 year-old resident was there alone. After confronting the suspect, the girl ran to a neighbor’s house, where the neighbor dialed 911 and gave the phone to the girl. The suspect fled before police arrived.",call_239.mp3
240,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/deland_murder_911.1.mp3,Murders,3/12,Florida,1,3,1,0,"– In March 2012 a man shot and killed the manager of a DeLand (Fla.) restaurant, his girlfriend and then himself. A co-worker found the manager and dialed 911. The suspect was a former restaurant employee who later held his pregnant girlfriend hostage. When police stormed the apartment, they found the couple dead.",call_240.mp3
241,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/ottawa_assault_911.mp3,Assault,5/12,Canada,1,0,0,0,"– In May 2012 an Ottawa (Canada) man dialed 911 after his apartment house neighbors broke in and assaulted him. During  the 13-minute call the calltaker struggled to obtain information from him. When police arrived, one of the suspects claimed the man had sexually assaulted her, so police arrested Marian Andrzejewski, 74 years-old. Police released him without charges 75 days later, and said the 911 call was not handled properly.",call_241.mp3
242,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/port-st-john_murders-suicide_911.mp3,Murders-suicide,5/12,Florida,1,5,1,0,"– In May 2012 a Port St. John (Fla.) mother shot and killed her 17 year-old daughter, and her three other teenage children fled the house and went to a neighbor’s home. The neighbor dialed 911, but was confused over what occurred—was the mom the shooter or was one of the children armed? The neighbor didn’t let the children inside, and they returned home where Tonya Thomas shot and killed the other three children who returned home. Brevard County deputies arrived shortly after Thomas killed herself.",call_242.mp3
243,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/bucks-county_murder_911.mp3,Murder,10/12,Pennsylvania,1,1,1,0,– In Oct. 2010 a Bucks County (Penn.) woman dialed 911 and reported she had shot her husband. Dorleen Burklund was on the phone with a dispatcher for 10 minutes as deputies responded. She was convicted in May 2012 and the logging tape of the call was released.,call_243.mp3
244,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/winter-haven_invasion_911.mp3,Home invasion shooting,5/12,Florida,1,1,1,0,"– In May 2012 a Winter Haven (Fla.) man heard pounding on his door at 3:55 a.m., and opened the door to find a man forcing his way inside. After a short stand-off, the homeowner fatally shot the man as the intruder was advancing. The Polk County sheriff says the shooting was justified.",call_244.mp3
245,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/seattle_shooting_1.mp3,initial shooting; Multiple shootings,6/12,Washington,1,6,1,0,"– In June 2012 a man entered a Seattle coffee shop, shot five people and killed four. He left, later carjacked a vehicle and fatally shot the driver. Hours later Ian Stawicki was spotted by an officer, and when cover units moved in to make an arrest, he fatally shot himself. Listen to the logging tapes: 911 from the",call_245.mp3
246,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/miami_face_attack_911.mp3,Face attack,6/12,Florida,1,1,1,0,"– In June 2012 a Miami (Fla.) man attacked another man on the street, stripping the man naked and eating the flesh off his face. Rudy Eugene was shot and killed by an arriving police officer, and victim Ronald Poppo was seriously injured. Four 911 calls were placed by passersby, some of whom had obscured views of the scene because of a difference in elevation between the roadway and sidewalk where the incident occurred.",call_246.mp3
247,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/hartford_sandwhich_911.mp3,Bad sandwich,6/12,Connecticut,1,0,0,1,"– In June 2012 a man in East Hartford (Conn.) dialed 911 to report that a deli has created his sandwich incorrectly. After some questioning, dispatcher sent a police officer.",call_247.mp3
248,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/yorkville_cpr_911.mp3,Drowning CPR,6/12,Wisconsin,1,0,1,0,– In June 2012 a Yorkville (Wisc.) family was swimming at a backyard pool when a 3 year-old sank to the bottom of the pool. Someone dialed 911 and Racine County dispatcher Emily Johnson talked the caller through CRP while EMS units responded. The child recovered without injury.,call_248.mp3
249,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/hollywood-fla_burglary_911.mp3,Residential burglary,6/12,Florida,1,0,1,0,"– In June 2012 an 11 year-old was home alone in Hollywood (Fla.) when three teens broke a window and burglarized the house. The child hid beneath a bunk bed with his dog and talked to a dispatcher for 8 minutes until officers arrived, rescued him and arrested the suspects.",call_249.mp3
250,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/greenville_burglary_911.mp3,Burglary,6/12,North Carolina,1,0,1,0,"– In June 2012 a Greenville (NC) woman dialed 911 to report two men had broken into her home. She stayed on the line as officers responded, and arriving officers arrested two men.",call_250.mp3
251,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/lufkin_theft_911.mp3,Accidental dialing,6/12,Texas,1,0,0,1,"– In June 2012 two men were stealing copper and aluminum wire from a Lufkin (Tex.) construction site when one of them accidentally dialed 911. Dispatchers determined the pair’s location and sent officers, who arrested the men as they drove away.",call_251.mp3
252,https://web.archive.org/web/20150417084845/http://mp3.911dispatch.com.s3.amazonaws.com/sanger_shooting_911.mp3,Officer shooting,6/12,California,1,1,1,0,"– In June 2012 a man in Sanger (Calif.) dialed 911 and asked for officers to be dispatched, apparently in an attempt at suicide-by-cop. The man hung up and was later confronted by officers, who did fatally shoot him.",call_252.mp3
253,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/naples_murders_911.mp3,Parent murders,12/10,Florida,1,2,1,0,"– In Dec. 2010 a Naples (Fla.) 14 year-old shot and killed his parents at their home, and then dialed 911. He did not provided a motive or explanation during the call. In July 2012 he pled no contest and was sentenced as an adult to 20 years in prison.",call_253.mp3
254,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/flat-rock_stabbing_911.mp3,Stabbing,7/12,North Carolina,1,0,1,0,– In July 2012 an intoxicated man tried to break into the Flat Rock (NC) home that he’d voluntarily during a sheriff’s visit several hours earlier. The female caller described the situation and eventually stabbed the man when he broke in. (5 minutes of a 16-minute call),call_254.mp3
255,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/broomfield_off_shooting_911.mp3,Officer shooting,7/12,Colorado,1,0,1,0,"– In July 2012 Broomfield (Colo.) police officers shot and killed a 21 year-old man who was distraught and was carrying an Airsoft replica pistol. The man’s younger brother had dialed 911 minutes earlier and explained the situation, including that Kyle Miller was carrying the replica.",call_255.mp3
256,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/alliance_murder_911.mp3,Murder 911 call,7/12,Ohio,1,1,0,0,– In July 2012 a man in Alliance (Ohio) dialed 911 and confessed that he had strangled his girlfriend. Arriving police arrested Randy Ring without incident.,call_256.mp3
257,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/moore-haven_gator_911.mp3,Alligator attack,7/12,Florida,1,0,1,0,"– In July 2012 a 17 year-old boy in Moore Haven (Fla.) was attacked by an alligator while swimming in a river, and his arm was bitten off. A nearby teen dialed 911 to report the incident.",call_257.mp3
258,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/dare-county_body_911.mp3,Found body,7/12,Ohio,1,0,0,0,"– In July 2012 a construction worker stopped along an isolated road in Dare County (Ohio), and spotted a suspicious plastic bag. He investigated and saw a body inside, then dialed 911. Deputies recovered the body of Lynn Jackenheimer, 33, who they say was killed by her estranged boyfriend during a vacation from Ohio.",call_258.mp3
259,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/aurora_shootings_2012_1.mp3,#1; Theater murders,7/12,Colorado,0,12,1,0,"– In July 2012 a man entered an Aurora (Colo.) movie theater showing “Batman” and used three weapons to shoot 71 people, killing 12 of them. [There are three logging tapes, each 30 minutes long. The tapes were recorded in 2-channel stereo, with fire/EMS on the left, Aurora Police on the right. The incident begins just before the 28-minute mark on the first tape.) Tape",call_259.mp3
260,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/oak-creek_shootings_radio.mp3,Multiple murders,8/12,Wisconsin,1,6,1,0,"– On August 5, 2012 a man entered an Oak Creek (Wisc.) Sikh temple and shot nine people, six fatally. A OPD officer was shot 10 times but survived, and the gunman was killed by another officer during a gunfight. Several people dialed 911 and reached the Milwaukee County sheriff’s comm center. Also listen to the 911",call_260.mp3
261,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/palatine_manhole_911.mp3,Manhole fall,8/12,Illinois,1,0,0,0,"– In August 2012 a woman in Palatine (Ill.) fell into an uncovered manhole, then dialed 911 for help. It took emergency crews about 10 minutes to locate her, and she was bruised but unharmed.",call_261.mp3
262,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/akron_shooting_911.mp3,Hospital shooting,8/12,Ohio,1,1,1,0,"– In August 2012 a man came into Akron (Ohio) Medical Center, approached his wife in a hospital bed, and fatally shot her. Several people dialed 911, including a hospital staffer. John Wise was arrested without incident and is charged with murder.",call_262.mp3
263,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/oakcreek_shootings_sheriff_911.mp3,Multiple murders,8/12,Wisconsin,1,6,1,0,"– On August 5, 2012 a man entered an Oak Creek (Wisc.) Sikh temple and shot nine people, six fatally. A OPD officer was shot 10 times but survived, and the gunman was killed by another officer during a gunfight. Several people dialed 911 and reached the Milwaukee County sheriff’s comm center. Also listen to the 911",call_263.mp3
264,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/camden_murder-suicide_911.mp3,Murder-suicide,8/12,New Jersey,1,2,1,0,"– In August 2012 a Camden (NJ) woman fatally stabbed her 2 year-old child, and then dialed 911 to admit the crime. Before police could enter the house, the woman fatally stabbed herself.",call_264.mp3
265,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/corbin_murder_911.mp3,Murder,8/12,Kentucky,1,1,1,0,"– In August 2012 a Corbin (Ken.) man shot and killed his daughter’s boyfriend, whom he claimed had been beating his daughter over the past months. William Cox dialed 911 to confess to the crime, and officers arrested him without incident.",call_265.mp3
266,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/clark-county_shooting_911.mp3,Intruder shot,8/12,Washington,1,1,1,0,– In August 2012 a Clark County (Wash.) couple were asleep at home when a man entered an unlocked rear door. The couple locked themselves in their bedroom as the man tried to break into the room. The male resident armed himself with a .22-cal. handgun and fatally shot the intruder during a 911 to dispatcher at the Clark Regional Emergency Services Agency.,call_266.mp3
267,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/old-bridge_shootings_911.mp3,Supermarket shootings,8/12,New Jersey,1,3,1,0,"– In August 2012 an ex-soldier working at an Old Bridge (NJ) supermarket for two weeks armed himself with an AK-47 and fatally shot two employees, and the killed himself with a handgun. Several employees dialed 911 for help.",call_267.mp3
268,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/washington-county_cpr_911.mp3,Heart attack CPR,9/12,Oregon,1,0,1,0,"– In Sept. 2012 Washington County (Ore.) 911 dispatcher Rita McQuiston fielded a call from a woman whose husband had suffered a heart attack. McQuiston provided CPR instructions while EMS units were enroute. The husband survived, and later the couple",call_268.mp3
269,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/miami-dade_officer_shooting_911.mp3,Off-duty officer shooting,9/12,Florida,1,0,1,0,– In Sept. 2012 an off-duty Miami-Date (Fla.) officer working a security detail was robbed by three men and then shot. Off. Herman Joseph managed to dial 911 for help despite his wound.,call_269.mp3
270,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/altavista_shooting_911.mp3,Resident shot by police,9/12,Virginia,1,0,1,0,"– In Sept. 2012 an Altavista (Virg.) resident dialed 911 for some reason, then hung up. Police responded to investigate, and encountered the 83 year-old resident armed with a handgun. Police believe she felt the police were intruders outside her home. Dispatchers tried several times to call her back to tell her the police were outside. However, when she pointed the gun at officers, she was fatally shot. Read more about the incident",call_270.mp3
271,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/parker-county_murders_911.mp3,Family murders,10/12,Texas,1,2,1,0,– In Oct. 2012 a 15 year-old boy in Parker County (Tex.) dialed 911 to confess that he had fatally shot his sister and mother with a .22-cal. revolver. An unnamed sheriff’s dispatcher fielded the call and stayed on the line for 25 minutes as deputies drove to the house in a gated community. Jake Evans safely surrendered and was charged with murder.,call_271.mp3
272,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/cleveland_missing_911.mp3,Missing child,11/12,Ohio,1,1,0,0,"– In Nov. 2012 a Cleveland (Ohio) woman dialed 911 to report her 3 year-old son was missing from a city park. Camilia Terry her son Emilliano was last seen on the swing set. However, Terry’s statements were inconsistent, and evidence pointed to her home’s weekly trash pick-up. Police searched the truck’s contents a day later and located the body of her son inside plastic bags. He died of a skull fracture.",call_272.mp3
273,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/richland-hills_knife-assault_911.mp3,Knife carving,12/12,Texas,1,0,0,0,"– In Dec. 2012 a Richland Hills (Tex.) man dialed 911 to report that he had “shed innocent blood.” the man admitted he carved a pentagram onto the back of his 6 year-old son. Police arrived and arrested Brent Bartel, and took his son to the hospital.",
274,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/westchester_plane_crash_911.mp3,Plane crash,1/13,New York,1,0,1,0,"– In Jan. 2013 a small plane crashed into the Hudson River north of New York City. The 911 call was fielded by Westchester County ECC dispatcher Melissa Seymour, who told the two occupants to leave the plane. Both people were rescued by police officers in boats.",call_274.mp3
275,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/bakersfield_cpr_911.mp3,CPR 911 call,3/13,California,1,1,1,0,"– In March 2013 a nurse from an independent living facility in Bakersfield (Calif.) dialed 911 when an elderly woman collapsed. The facilities business policy is not to render any medical aid to victims, but only to dial 911. In this case a Bakersfield fire dispatcher pleaded with the caller to have someone start CPR, even a bystander. However, no one did, and the resident died later in a hospital.",call_275.mp3
276,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/puyallup_suicidal_911.mp3,Suicidal caller,4/13,Washington,1,2,1,0,"– In April 2013 a 69 year-old man shot and killed his son and daughter, then dialed 911. City of Puyallup dispatcher Pamela Mandery answered the call and talked to the man for 10 minutes until officers, convincing him to surrender. Mandery later",call_276.mp3
277,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/ector-county_cpr_911.mp3,CPR call,1/13,Texas,1,1,1,0,"– In Jan. 2013 a 3 year-old autistic boy stopped breathing in Ector County (Odessa, Tex.), and the mother dialed 911. A county dispatcher gave her CPR instructions over the next 22 minutes while EMS units responded. The coroner ruled the death of Maxim Shatto as accidental.",call_277.mp3
278,https://web.archive.org/web/20150417085340/http://mp3.911dispatch.com.s3.amazonaws.com/kanawha-county_carbon-monoxide_911.mp3,Carbon monoxide deaths,4/13,West Virginia,1,0,0,0,"– In April 2013 three men were off-roading in rural W. Virginia when their vehicle became stuck in mud. The tailpipe became clogged, the vehicle filled with carbon monoxide and the three men were overcome and died. They were later discovered by a group searching for them, and a searcher dialed Kanawha County 911. One of the men was Shain Gandee, a reality TV cast member.",call_278.mp3
279,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/salem_murder_911.mp3,Murder confession,3/13,Utah,1,1,1,0,"– In March 2013 a Salem (Utah) man dialed 911 and spoke to a Salem dispatcher, confessing that he had fatally shot his wife. Police arrived and after some negotiations, the man surrendered.",call_279.mp3
280,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/macomb-county_baby_911.mp3,Baby delivery,4/13,Michigan,1,0,1,0,"– In April 2013 a couple pulled to the side of a rural road in Macomb County (Mich.) and delivered their premature baby. However, the baby was not breathing, so the new father flagged down a passing motorist, a 21 year-old criminal justice student at a community college. Ryan Cornelissen dialed 911 and reached dispatcher Steven Kuluk, who gave him CPR instructions. The baby revived, but was hospitalized because of her premature status.",call_280.mp3
281,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/dorner_hostage_911_1.mp3,Hostage escape,2/13,California,1,1,1,0,"– In Feb. 2013 wanted person Christopher Dorner left a San Bernardino County (S. Calif.) home, where he had been holding a couple hostage for several hours. Dorner was an ex-Los Angeles police officer and was wanted for the murder of three people in a complicated vendetta against LAPD. After Dorner left, the female victim dialed 911 for help.",call_281.mp3
282,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/newaygo-county_shooting_911.mp3,Murder-suicide,4/13,Michigan,1,3,1,0,– In April 2013 a woman in Newaygo County (Mich.) dialed 911 to say her husband had a gun. Deputies arrived to find the woman and her 37 year-old son dead. They also found Charles Hoover dead of a self-inflicted gunshot wound. (partial tape),call_282.mp3
283,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/muskogee_burglary_911.mp3,Burglar shot,4/13,Oklahoma,1,0,0,0,– In April 2013 the owner of a towing company slept in his business one night after a previous burglary. He was awakened by the front door being kicked in and saw a person entering. He fired several shots from a .22-cal. handgun at the burglar and then dialed 911.,call_283.mp3
284,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/denver_car_murder_911.mp3,Road rage murder,2/12,Colorado,1,1,1,0,"– In Feb. 2012 two motorists were involved in a dispute and a window was broken. One man drove from Denver, across the city line and three blocks into Lakewood, then dialed 911. The calltaker said he must return to to Denver to make a report. The man did so, and when he arrived back near the original scene in Denver, the other motorist drove by firing a handgun. One man in the other car was killed. The incident was captured on the 911 call logging tape. The victim’s family has filed a",call_284.mp3
285,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/boston_marathon_radio.mp3,Boston bombing,4/13,Massachusetts,0,3,1,0,"– On April 15, 2013 someone placed two explosive devices on the sidewalk near the finish of the Boston Marathon. The explosion killed three people and injured over 120. The first 17 minutes of the police department channel were recorded by a scannerist.",call_285.mp3
286,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/west_explosion_911.mp3,Industrial explosion,4/13,Texas,1,15,1,0,"– On April 17, 2013 a fire at a fertilizer factory in West (Tex.) caused a massive explosion, killing 15 people and injuring over 200. Scores of 911 calls were made to the McLennan County 911 center.",call_286.mp3
287,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/christiansburg_mall-shooting_911.mp3,Mall shooting,4/13,Virginia,1,2,1,0,"– On April 12, 2013 a man began shooting a shotgun at the New River Valley Mall (Virg.), killing two women. Several people dialed 911 for help. The gunman was confronted by officers and arrested.",call_287.mp3
288,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/san-berdo_dorner_radio.mp3,Dorner Shoot-Out,4/13,California,0,1,1,0,"– In April 2013 the San Bernardino County (Calif.) sheriff released 12 hours of radio traffic logging tapes that encompassed the Christopher Dorner shoot-out in the mountains east of Los Angeles. This is a snippet from the very first sighting of Dormer, through to when deputies were shot.",call_288.mp3
289,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/henderson_murder-suicide_911.mp3,Murder-suicide,1/13,California,1,3,1,0,"– In Jan. 2013 an off-duty Las Vegas Metro Police lieutenant shot and killed his wife and 5 year-old son, then set fire to the house. Hans Walters then dialed 911 to admit the murders, and to say he was shooting himself. Police arrived to find the house in flames, and investigators later found the three bodies in the fire debris.",call_289.mp3
290,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/lasalle-hs_shooting_911.mp3,High school shooting,4/13,Ohio,1,0,1,0,– In April 2013 a student at La Salle High School (Cincinnati) attempted to shoot himself during a morning class. Students in the classroom fled and several dialed 911 to report the incident. The student survived.,call_290.mp3
291,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/cleveland_kidnapping_911.mp3,Kidnap escape,5/13,Ohio,1,0,1,0,"– In May 2013 three women who had been kidnapped 10 years earlier managed to escape from a west side Cleveland (Ohio) home. One woman, Amanda Berry, dialed 911 for help and had a 3-minute conversation with calltaker Jack Purdy. The women were teenagers when they were kidnapped off city streets during the period of 2002 to 2004. They broke out of the house and ran to neighbors for help. Arriving officers rescued the women, and later arrested homeowner Ariel Castro. Purdy was later",call_291.mp3
292,https://web.archive.org/web/20150417085349/http://pdf.911dispatch.com.s3.amazonaws.com/clackamas_mall_shooting_911.mp3,Mall shooting,12/12,Oregon,1,3,1,0,"– In Dec. 2012 a man with an AR-15 rifle walked through the Clackamas Town Center (Ore.) shooting at people. Jacob Roberts killed two people and then himself. County dispatchers fielded 94 calls in 10 minutes, and scores more after Roberts was dead.",call_292.mp3
293,https://web.archive.org/web/20150417085349/http://pdf.911dispatch.com.s3.amazonaws.com/wilmington_stabbing_911.mp3,Stabbing,5/13,North Carolina,1,1,1,0,"– In May 2013 a Wilmington (NC) man fatally stabbed his father, as the suspect’s sister was on the telephone with a New Hanover County dispatcher, who was later",call_293.mp3
294,https://web.archive.org/web/20150417085349/http://mp3.911dispatch.com.s3.amazonaws.com/american-fork_shooting_911.mp3,Baby shooting,4/13,Utah,1,1,1,0,"– In April 2013 a woman dialed 911 from American Fork (Utah) and reported that her 5 month-old grandson had been shot by the infant’s father. Police arrested Joshua Petersen for the shooting, and said no motive was obvious.",call_294.mp3
